"","RealGDP","Energy","RealPE"
"1",0.0763158174149071,1.21725631634627,0.504022582566185
"2",-0.577177356344799,-1.24088004957052,2.24416057209831
"3",1.07820205122877,-1.15554871515163,6.45835965533319
"4",0.160300100238344,-0.32238022796302,1.45924714502769
"5",-0.372527336053737,-3.83685910136717,-0.496068421282327
"6",-0.266178856123292,1.09887704912706,1.3059424402302
"7",0.322400779123555,0.367174050757883,4.53596401448229
"8",0.115961065652404,0.884334087827292,-3.33608638469547
"9",0.353823165663025,0.998967156108102,-1.43011980788942
"10",-0.439423613663958,-4.47488748231375,2.02111330167394
"11",-0.332039491825314,1.29732725405717,1.66589889266141
"12",-0.492161643880107,3.0589833330672,-0.819324402227259
"13",-0.00736010671957968,-1.50382141255688,0.28820086596813
"14",0.110965523721937,-3.64220180025447,2.18232834898622
"15",-0.203309633394471,-0.388082907392961,-3.72417486246199
"16",-0.588736781913034,-0.322514211441013,-0.136105479770689
"17",0.0286032384487903,0.181478214288241,-0.753188695635825
"18",0.506382260452599,0.379636339659512,1.69382783102546
"19",-0.224902186286529,0.0328354045500691,-0.455235925713551
"20",0.690961824027602,0.889733458777777,-3.12784198391529
"21",0.306133268432549,-0.709728713266333,-3.23614558734485
"22",-0.142707878441172,2.89313505107836,1.07319977282038
"23",0.159970119030667,0.159190987509763,0.815378391327221
"24",-0.106006723940091,-1.38450569252152,0.220730268033298
"25",-0.0443875895506811,-2.09124726470731,1.57087802848693
"26",0.920404318531688,-2.19468946222922,1.83654196096163
"27",-0.39117276872905,2.57483208947647,1.64494044962181
"28",-0.185999480442855,-2.83924762838256,1.65165822432093
"29",0.150369289854962,0.25197524072914,-2.01344197438975
"30",-0.618031282509583,-1.58503381517517,-3.6759531145516
"31",0.504679539766475,-0.368817915832381,0.28163669706702
"32",-0.19277798764466,-1.51932072268783,3.33613260280207
"33",0.444938513313478,-0.134230885650715,-1.33246613478943
"34",0.0921167079447666,-1.59824570031341,-0.293696777711209
"35",-1.10697658538106,1.36700148828847,1.06450104327944
"36",-0.142665122290089,-0.269186558588484,-1.57061139620774
"37",-0.499890277184023,0.866531998832958,1.41961909512304
"38",-0.168581424566086,0.396293978440162,0.287758654062138
"39",0.56044318702915,0.559335013663272,0.672980909546055
"40",-0.493448912052727,-0.155224546809653,-5.17786591114147
"41",-0.0313641756742711,2.51133086150788,-0.106135529425854
"42",0.554795020030806,-0.971225040909901,0.583311949901196
"43",-0.40120206156591,-0.743270005550467,-0.245531896184755
"44",-0.532737044788723,0.554246737147126,-0.820686850730751
"45",0.375562016760419,0.595315195843476,5.17542215708
"46",-0.246961793602306,1.8937009916542,2.23101404473574
"47",-0.364250001789147,2.6316388163979,-2.00320506542893
"48",0.130662187934988,-0.281934741054758,4.37850188282529
"49",1.15118467968198,-0.991262716935048,1.41150484261625
"50",-0.391178695892869,0.381013953934627,-5.16580137774104
"51",0.144871077522322,-1.57999737129523,-1.93473347268993
"52",0.119129898579638,-1.59948576613225,4.46145578109389
"53",-0.130163758383196,0.478427835541924,-2.23563950196247
"54",0.146324003039889,-2.02338494572554,-3.0307965474802
"55",0.51513647835991,3.85168720320597,4.33674811841006
"56",0.120158410316702,2.00282734450049,1.07153446148671
"57",-0.757632744453443,-1.32298533599409,8.73054319644273
"58",-0.595937423024796,0.766359415351133,-0.503689776074422
"59",1.01583379219085,-1.94402588371142,-14.2821799656254
"60",-0.0250066059743462,-1.27896259661119,-2.02239994376541
"61",0.722278421409751,2.15554032191067,-6.24446481741113
"62",-0.365216130296802,0.331756628107392,5.26163641494329
"63",0.579868469676484,-0.165787748404171,-2.44130525326959
"64",0.173589200688734,1.37953639474603,-0.471129627909522
